AUTO_START	AUTO_END	GOOD_SITES	ROH_LENGTH	PROP_COVERED	INDV	CHROM	POP
20691888	26334014	3953132	5.642126	0.701	CR201:69	14	CR
95320698	107287663	8459741	11.966965	0.707	CR201:3306	14	CR
31016482	36572148	3678993	5.555666	0.662	CR004:1776	15	CR
70348304	89295727	13076678	18.947423	0.69	CR004:1776	15	CR
69979459	76530157	4662209	6.550698	0.712	CR006:6230	15	CR
50492560	56318384	4245024	5.825824	0.729	CR006:9213	15	CR
58196118	68688397	7909596	10.492279	0.754	CR006:9213	15	CR
66419489	68488218	1343214	2.068729	0.649	CR201:2188	16	CR
66472433	68823465	1491593	2.351032	0.634	CR004:520	16	CR
8535817	14254921	4271498	5.719104	0.747	CR009:39579	17	CR
75071134	80190014	3318650	5.11888	0.648	CR201:90	17	CR
65901636	74138236	6787616	8.2366	0.824	CR006:6230	18	CR
43297872	49000596	4450844	5.702724	0.78	CR201:69	18	CR
39158981	51180715	9723337	12.021734	0.809	CR201:3306	18	CR
72235116	75205639	2422547	2.970523	0.816	CR004:520	18	CR
36435802	39441822	2477847	3.00602	0.824	CR008:17633	20	CR
33886113	36196756	1436968	2.310643	0.622	CR014:9578	20	CR
48201134	52027893	2780461	3.826759	0.727	CR201:90	20	CR
29328786	35583910	4673348	6.255124	0.747	CR201:2185	21	CR
22212441	25323183	2525855	3.110742	0.812	CR201:3306	21	CR
35328895	44685756	6105028	9.356861	0.652	CR201:69	22	CR
23418838	27670497	2685301	4.251659	0.632	CR201:90	22	CR
48365462	50641944	1743004	2.276482	0.766	HG00176	1	FIN
245339879	247586920	1549536	2.247041	0.69	HG00176	1	FIN
88429024	92203668	2841814	3.774644	0.753	HG00182	1	FIN
209735141	213823194	3013115	4.088053	0.737	HG00182	1	FIN
42355082	47637999	3495878	5.282917	0.662	HG00306	1	FIN
85573095	87631649	1539571	2.058554	0.748	HG00306	1	FIN
49202240	51994729	2042457	2.792489	0.731	HG00367	1	FIN
31156976	33623851	1757168	2.466875	0.712	HG00177	2	FIN
185290272	187802572	2000014	2.5123	0.796	HG00189	2	FIN
224846159	227371725	2040867	2.525566	0.808	HG00190	2	FIN
26494695	30448847	3051838	3.954152	0.772	HG00272	2	FIN
228541273	231539289	2219547	2.998016	0.74	HG00272	2	FIN
55509306	57689257	1627102	2.179951	0.746	HG00320	2	FIN
98261688	105865050	5969078	7.603362	0.785	HG00341	2	FIN
146449008	149229117	2246172	2.780109	0.808	HG00353	2	FIN
201598390	203750272	1405277	2.151882	0.653	HG00353	2	FIN
46764660	50513831	2281317	3.749171	0.608	HG00173	3	FIN
98798010	101952099	2346987	3.154089	0.744	HG00177	3	FIN
135473573	137761669	1572904	2.288096	0.687	HG00182	3	FIN
32239249	35996468	2787019	3.757219	0.742	HG00189	3	FIN
178538249	181235282	1975406	2.697033	0.732	HG00310	3	FIN
161416296	165040564	2729948	3.624268	0.753	HG00313	3	FIN
73430237	77746082	3043485	4.315845	0.705	HG00364	3	FIN
82112807	84761934	2128383	2.649127	0.803	HG00366	3	FIN
117088173	120400115	2602409	3.311942	0.786	HG00367	3	FIN
74753881	78032117	2349889	3.278236	0.717	HG00310	4	FIN
138235134	140515053	1718631	2.279919	0.754	HG00313	4	FIN
68857034	71459248	1581803	2.602214	0.608	HG00321	4	FIN
104780200	111496844	5109891	6.716644	0.761	HG00364	4	FIN
143008109	153526449	7916551	10.51834	0.753	HG00375	4	FIN
50430521	53971660	2769179	3.541139	0.782	HG00174	5	FIN
150597906	153775540	2512236	3.177634	0.791	HG00176	5	FIN
137032820	139068126	1280667	2.035306	0.629	HG00177	5	FIN
25863101	29327911	2754483	3.46481	0.795	HG00180	5	FIN
154634623	157528179	2167453	2.893556	0.749	HG00180	5	FIN
90952556	93467709	2003216	2.515153	0.796	HG00310	5	FIN
149903859	152327668	1856951	2.423809	0.766	HG00320	5	FIN
5834318	9431141	2915996	3.596823	0.811	HG00364	5	FIN
89785412	92055195	1772068	2.269783	0.781	HG00366	5	FIN
136436888	139150785	1838555	2.713897	0.677	HG00375	5	FIN
157439261	162164600	3370970	4.725339	0.713	HG00176	6	FIN
133015606	135465474	1893497	2.449868	0.773	HG00177	6	FIN
119541251	121867677	1786912	2.326426	0.768	HG00180	6	FIN
27326863	29521557	1563213	2.194694	0.712	HG00181	6	FIN
27652560	29789999	1503130	2.137439	0.703	HG00182	6	FIN
26111671	28371521	1418140	2.25985	0.628	HG00189	6	FIN
80282683	82585857	1760749	2.303174	0.764	HG00272	6	FIN
93918466	97084953	2447800	3.166487	0.773	HG00277	6	FIN
67044321	70514072	2734909	3.469751	0.788	HG00310	6	FIN
75916542	79865825	2915076	3.949283	0.738	HG00353	6	FIN
92115316	94945872	2262680	2.830556	0.799	HG00177	7	FIN
13105009	16595757	2872205	3.490748	0.823	HG00180	7	FIN
8643414	13955326	4222969	5.311912	0.795	HG00277	7	FIN
9144547	11623437	1934714	2.47889	0.78	HG00320	7	FIN
26638809	28884912	1805873	2.246103	0.804	HG00366	7	FIN
85410549	87752528	1806285	2.341979	0.771	HG00375	7	FIN
9406372	13267891	2468150	3.861519	0.639	HG00176	8	FIN
64527399	66957504	1912882	2.430105	0.787	HG00282	8	FIN
99197557	101452490	1661595	2.254933	0.737	HG00282	8	FIN
111055444	113388961	1901576	2.333517	0.815	HG00310	8	FIN
112090069	115475178	2770873	3.385109	0.819	HG00315	8	FIN
101993612	104103541	1626785	2.109929	0.771	HG00266	9	FIN
94565289	96668352	1456291	2.103063	0.692	HG00321	9	FIN
126786733	129347764	1865138	2.561031	0.728	HG00364	9	FIN
21597243	24188370	1853212	2.591127	0.715	HG00190	10	FIN
103049708	105710933	1790769	2.661225	0.673	HG00266	10	FIN
95589782	98371748	1961716	2.781966	0.705	HG00267	10	FIN
95731947	97984131	1528337	2.252184	0.679	HG00272	10	FIN
133358990	135435416	1335586	2.076426	0.643	HG00277	10	FIN
65447520	68576714	2466815	3.129194	0.788	HG00313	10	FIN
21725452	26185949	3274291	4.460497	0.734	HG00320	10	FIN
33913754	36439485	1853944	2.525731	0.734	HG00366	10	FIN
26938505	32011000	4103467	5.072495	0.809	HG00180	11	FIN
96467850	99299605	2218416	2.831755	0.783	HG00366	11	FIN
8604394	11124760	1598324	2.520366	0.634	HG00174	12	FIN
86388292	89402824	2350329	3.014532	0.78	HG00180	12	FIN
77146303	79235675	1709674	2.089372	0.818	HG00266	12	FIN
48262073	50315797	1348522	2.053724	0.657	HG00310	12	FIN
85422437	89477507	3218215	4.05507	0.794	HG00321	12	FIN
61236594	70854149	7771743	9.617555	0.808	HG00177	13	FIN
67038725	70698553	3048606	3.659828	0.833	HG00320	13	FIN
80612807	84399251	3019809	3.786444	0.798	HG00375	13	FIN
101955529	104600920	1679250	2.645391	0.635	HG00190	14	FIN
45212104	47454610	1674218	2.242506	0.747	HG00272	14	FIN
59267838	68034242	6540440	8.766404	0.746	HG00272	14	FIN
66470365	68690442	1640954	2.220077	0.739	HG00366	14	FIN
74526596	78694954	2735096	4.168358	0.656	HG00320	15	FIN
52560373	55133732	2038877	2.573359	0.792	HG00353	15	FIN
53048455	57014411	3068272	3.965956	0.774	HG00267	16	FIN
58825178	60938993	1686190	2.113815	0.798	HG00267	18	FIN
60862555	63734834	2353262	2.872279	0.819	HG00364	18	FIN
31902008	35048335	1962473	3.146327	0.624	HG00267	20	FIN
27925729	29952721	1480128	2.026992	0.73	HG00267	21	FIN
24073909	27188439	2519863	3.11453	0.809	HG00306	21	FIN
28265875	30934816	1794656	2.668941	0.672	HG00267	22	FIN
29471323	32852722	2106849	3.381399	0.623	HG00321	22	FIN
49158015	51442137	1718325	2.284122	0.752	NA19661	1	MEX
178945729	183114797	3098501	4.169068	0.743	NA19669	1	MEX
55463086	63358816	6339482	7.89573	0.803	NA19679	1	MEX
22491168	27750139	3860745	5.258971	0.734	NA19669	2	MEX
27752296	36271710	6480810	8.519414	0.761	NA19669	2	MEX
190490041	195344708	3891154	4.854667	0.802	NA19669	2	MEX
199666011	202817791	2389361	3.15178	0.758	NA19669	2	MEX
198160324	205045326	5013463	6.885002	0.728	NA19750	2	MEX
188798424	190931462	1694799	2.133038	0.795	NA19759	2	MEX
151896859	153947825	1538634	2.050966	0.75	NA19783	2	MEX
119315456	121563271	1600855	2.247815	0.712	NA19654	3	MEX
159638026	161686839	1573652	2.048813	0.768	NA19654	3	MEX
179247616	182255337	2308773	3.007721	0.768	NA19669	3	MEX
8771263	11690450	2178553	2.919187	0.746	NA19679	3	MEX
31836232	43910717	9083730	12.074485	0.752	NA19679	3	MEX
59434719	63396026	3292372	3.961307	0.831	NA19679	3	MEX
46988654	51773450	2926528	4.784796	0.612	NA19746	3	MEX
87633115	89960347	1805795	2.327232	0.776	NA19747	3	MEX
87941850	89960347	1577760	2.018497	0.782	NA19774	3	MEX
140778067	149194771	6245879	8.416704	0.742	NA19679	4	MEX
58715053	61217689	1889599	2.502636	0.755	NA19783	4	MEX
42431016	44960147	1795744	2.529131	0.71	NA19657	5	MEX
136388933	139276748	1989446	2.887815	0.689	NA19679	5	MEX
129579544	131827775	1574309	2.248231	0.7	NA19750	5	MEX
40302567	42590767	1734601	2.2882	0.758	NA19756	5	MEX
47757598	50415168	2114395	2.65757	0.796	NA19654	6	MEX
61969414	63998425	1406593	2.029011	0.693	NA19678	6	MEX
16908076	22289461	3951852	5.381385	0.734	NA19679	6	MEX
19441802	24424580	3830608	4.982778	0.769	NA19716	6	MEX
48400589	51940692	2832580	3.540103	0.8	NA19771	6	MEX
62609874	65516916	2170350	2.907042	0.747	NA19773	6	MEX
71223589	98095655	18107439	26.872066	0.674	NA19649	7	MEX
109457774	138318616	22558836	28.860842	0.782	NA19679	7	MEX
155177077	158212055	2231099	3.034978	0.735	NA19679	7	MEX
54484891	61190480	5136185	6.705589	0.766	NA19669	8	MEX
111105342	114650771	2931790	3.545429	0.827	NA19759	8	MEX
72626938	84372862	9141703	11.745924	0.778	NA19679	9	MEX
64220494	87959096	17697552	23.738602	0.746	NA19679	10	MEX
15208169	18939666	2869272	3.731497	0.769	NA19649	11	MEX
18974860	29479568	8334834	10.504708	0.793	NA19649	11	MEX
57377992	60101593	1835010	2.723601	0.674	NA19663	11	MEX
193112	5700050	3458242	5.506938	0.628	NA19679	11	MEX
33958433	43876435	7777964	9.918002	0.784	NA19679	11	MEX
89715192	94437906	3758411	4.722714	0.796	NA19679	12	MEX
42892740	45832579	2307704	2.939839	0.785	NA19795	12	MEX
87054707	89469531	1977211	2.414824	0.819	NA19783	13	MEX
27536855	39601100	8954207	12.064245	0.742	NA19679	14	MEX
39602970	43269924	2794985	3.666954	0.762	NA19679	14	MEX
75807365	82508895	5296230	6.70153	0.79	NA19750	14	MEX
27880233	53766542	17523954	25.886309	0.677	NA19679	15	MEX
70077063	76461872	4525384	6.384809	0.709	NA19679	15	MEX
6760123	12027207	3961411	5.267084	0.752	NA19649	18	MEX
55611136	61044980	4492913	5.433844	0.827	NA19649	20	MEX
36349625	39315202	2239532	2.965577	0.755	NA19679	21	MEX
52521062	54639004	1486079	2.117942	0.702	HG01572	1	PEL
173353159	175516325	1508998	2.163166	0.698	HG01572	1	PEL
102732441	105208161	1609572	2.47572	0.65	HG01892	1	PEL
62368583	72941970	8176843	10.573387	0.773	HG01920	1	PEL
34197041	38563923	3227624	4.366882	0.739	HG01938	1	PEL
49200488	52689953	2510844	3.489465	0.72	HG01939	1	PEL
241502192	244527857	1949091	3.025665	0.644	HG01953	1	PEL
95408492	97443763	1609565	2.035271	0.791	HG01954	1	PEL
234852760	239313573	3249454	4.460813	0.728	HG01954	1	PEL
91901092	93962322	1412699	2.06123	0.685	HG01968	1	PEL
50813906	53120005	1558295	2.306099	0.676	HG01973	1	PEL
102654518	104777196	1356974	2.122678	0.639	HG01974	1	PEL
92321974	94554453	1550015	2.232479	0.694	HG01979	1	PEL
80815483	82871046	1709696	2.055563	0.832	HG02272	1	PEL
244645998	249223080	2836936	4.577082	0.62	HG02272	1	PEL
185419616	187723119	1826362	2.303503	0.793	HG01572	2	PEL
202978699	205002784	1328641	2.024085	0.656	HG01572	2	PEL
99306504	101328375	1490083	2.021871	0.737	HG01892	2	PEL
116504104	118892829	1809514	2.388725	0.758	HG01967	2	PEL
62530143	64556232	1468344	2.026089	0.725	HG01968	2	PEL
82272554	85095892	2257649	2.823338	0.8	HG01968	2	PEL
185410019	188472343	2420862	3.062324	0.791	HG01979	2	PEL
134996059	141574917	5203763	6.578858	0.791	HG02104	2	PEL
55970143	59180555	2580142	3.210412	0.804	HG02260	2	PEL
57012616	59621188	2135031	2.608572	0.818	HG02265	2	PEL
16815009	19541353	2196082	2.726344	0.806	HG02291	2	PEL
48360433	50792399	1519324	2.431966	0.625	HG01572	3	PEL
79013706	81133134	1712581	2.119428	0.808	HG01920	3	PEL
87427186	89591471	1684961	2.164285	0.779	HG01951	3	PEL
79685102	82734270	2480414	3.049168	0.813	HG01953	3	PEL
129084464	131210543	1446383	2.126079	0.68	HG01967	3	PEL
161895221	164605868	1997441	2.710647	0.737	HG02104	3	PEL
8778748	16078422	5426863	7.299674	0.743	HG02146	3	PEL
43819865	46600520	2122790	2.780655	0.763	HG02146	3	PEL
124172558	131836032	5463120	7.663474	0.713	HG02146	3	PEL
131837270	141003094	6914023	9.165824	0.754	HG02146	3	PEL
86381727	88914350	1964776	2.532623	0.776	HG02260	3	PEL
77453102	79766748	1922665	2.313646	0.831	HG02265	3	PEL
83301116	85535651	1800235	2.234535	0.806	HG02265	3	PEL
88102757	90167779	1620580	2.065022	0.785	HG02265	3	PEL
60799	7011080	5427334	6.950281	0.781	HG02272	3	PEL
16391908	18595068	1790153	2.20316	0.813	HG02272	3	PEL
49101322	51172521	1294823	2.071199	0.625	HG02291	3	PEL
88304379	90437441	1514264	2.133062	0.71	HG02291	3	PEL
155984606	158633485	2098542	2.648879	0.792	HG02312	3	PEL
92684275	95591976	2302418	2.907701	0.792	HG01951	4	PEL
68786	3588657	2174557	3.519871	0.618	HG01953	4	PEL
17453353	19721441	1778347	2.268088	0.784	HG01974	4	PEL
63785060	65974606	1686258	2.189546	0.77	HG01974	4	PEL
45213367	47279522	1647777	2.066155	0.798	HG01979	4	PEL
141234930	155800548	11057233	14.565618	0.759	HG02090	4	PEL
127340666	129588008	1636469	2.247342	0.728	HG02146	4	PEL
123588526	126472041	2284753	2.883515	0.792	HG02272	4	PEL
44902832	46973438	1617808	2.070606	0.781	HG02312	4	PEL
41466064	43919901	1752231	2.453837	0.714	HG01923	5	PEL
129444308	132210436	1970944	2.766128	0.713	HG01950	5	PEL
39641154	42987844	2530935	3.34669	0.756	HG01954	5	PEL
99989235	102016172	1525782	2.026937	0.753	HG02291	5	PEL
48281450	50340068	1603232	2.058618	0.779	HG01572	6	PEL
68558535	70688895	1701399	2.13036	0.799	HG01893	6	PEL
26205293	28414166	1380102	2.208873	0.625	HG01920	6	PEL
47698303	49826126	1681068	2.127823	0.79	HG01920	6	PEL
26276650	29350854	1942934	3.074204	0.632	HG01923	6	PEL
50423653	52804497	1837864	2.380844	0.772	HG01923	6	PEL
120240216	122370674	1583943	2.130458	0.743	HG01941	6	PEL
47322659	51087831	2991016	3.765172	0.794	HG01953	6	PEL
61895228	64026538	1435681	2.13131	0.674	HG01968	6	PEL
77513211	79862474	1744759	2.349263	0.743	HG01968	6	PEL
47918581	50246500	1828432	2.327919	0.785	HG01973	6	PEL
77791739	79831660	1516737	2.039921	0.744	HG02146	6	PEL
82750334	104195316	16463457	21.444982	0.768	HG02146	6	PEL
48281899	50500399	1735285	2.2185	0.782	HG02259	6	PEL
54738246	57162703	1929448	2.424457	0.796	HG02260	6	PEL
26276650	29312478	1917585	3.035828	0.632	HG02291	6	PEL
26152122	33638450	5637363	7.486328	0.753	HG01923	7	PEL
33665964	37378348	2674282	3.712384	0.72	HG01923	7	PEL
132177164	134209074	1664925	2.03191	0.819	HG01923	7	PEL
82938704	85066645	1753706	2.127941	0.824	HG01951	7	PEL
117503779	119768286	1819197	2.264507	0.803	HG02272	7	PEL
49880975	51958802	1643589	2.077827	0.791	HG01572	8	PEL
99203938	101441185	1646425	2.237247	0.736	HG01967	8	PEL
108913163	111871361	2382771	2.958198	0.805	HG01968	8	PEL
112525746	114985568	2043712	2.459822	0.831	HG01968	8	PEL
46902883	49102747	1337646	2.199864	0.608	HG02291	8	PEL
99304803	101341296	1495965	2.036493	0.735	HG02312	8	PEL
72306931	74307114	1585534	2.000183	0.793	HG01923	9	PEL
32759153	36725673	2451540	3.96652	0.618	HG02272	9	PEL
133284378	136759186	2425351	3.474808	0.698	HG02272	9	PEL
74748460	77642920	1984203	2.89446	0.686	HG01938	10	PEL
103097992	105426679	1524211	2.328687	0.655	HG01938	10	PEL
111212258	118436068	5809010	7.22381	0.804	HG01953	10	PEL
7659926	13302896	4319901	5.64297	0.766	HG02146	10	PEL
55419659	57480878	1488768	2.061219	0.722	HG01572	11	PEL
78689781	93139551	10636618	14.44977	0.736	HG01923	11	PEL
20155312	27331452	5632968	7.17614	0.785	HG01953	11	PEL
89133684	91662472	1558361	2.528788	0.616	HG01973	11	PEL
64962936	67161665	1349863	2.198729	0.614	HG02090	11	PEL
37843939	39914960	1573559	2.071021	0.76	HG02104	11	PEL
97577345	99877241	1811757	2.299896	0.788	HG02265	11	PEL
64188701	66743160	1642032	2.554459	0.643	HG02272	11	PEL
103571391	106227513	2169453	2.656122	0.817	HG02285	11	PEL
64360629	67402362	1903432	3.041733	0.626	HG02291	11	PEL
104423404	106432155	1658302	2.008751	0.826	HG02291	11	PEL
85235035	87795950	2059273	2.560915	0.804	HG01565	12	PEL
85415361	87698100	1826748	2.282739	0.8	HG01954	12	PEL
109249715	111640674	1562084	2.390959	0.653	HG01973	12	PEL
83556258	86137866	2050948	2.581608	0.794	HG01974	12	PEL
122848096	125573968	1718047	2.725872	0.63	HG02265	12	PEL
44015184	46524263	1948177	2.509079	0.776	HG02285	12	PEL
85046571	87363434	1759844	2.316863	0.76	HG01938	13	PEL
95246440	98554952	2555022	3.308512	0.772	HG01979	13	PEL
64120700	67441381	2652576	3.320681	0.799	HG02146	13	PEL
63414920	65495351	1567555	2.080431	0.753	HG02285	13	PEL
45839287	48655340	2194678	2.816053	0.779	HG01950	14	PEL
41295987	43934701	2067025	2.638714	0.783	HG02291	14	PEL
76454194	79117133	1832146	2.662939	0.688	HG02104	15	PEL
46743675	49088005	1699094	2.34433	0.725	HG01572	16	PEL
50918591	53515093	2084761	2.596502	0.803	HG01920	16	PEL
58019615	60509352	1804657	2.489737	0.725	HG01923	16	PEL
7659067	9820141	1485799	2.161074	0.688	HG01920	17	PEL
7073747	9178382	1388131	2.104635	0.66	HG01951	17	PEL
77876184	81151920	2030778	3.275736	0.62	HG01953	17	PEL
64443629	70208934	4221744	5.765305	0.732	HG02146	17	PEL
47544434	54534634	5353918	6.9902	0.766	HG02272	17	PEL
1914284	4108360	1515756	2.194076	0.691	HG01951	20	PEL
41000573	54499254	9922118	13.498681	0.735	HG02146	20	PEL
40494561	42859819	1421878	2.365258	0.601	HG01565	22	PEL
49175111	52217585	2228026	3.042474	0.732	HG01075	1	PUR
77080765	79255412	1662784	2.174647	0.765	HG01075	1	PUR
50785294	53067034	1550145	2.28174	0.679	HG01171	1	PUR
115259084	119531764	3320940	4.27268	0.777	HG01183	1	PUR
242628042	244803440	1406678	2.175398	0.647	HG01190	1	PUR
188012281	191197253	2596050	3.184972	0.815	HG01286	1	PUR
26753441	35380117	6481613	8.626676	0.751	HG00734	2	PUR
134985657	139506285	3490280	4.520628	0.772	HG01049	2	PUR
1497803	7505334	4716063	6.007531	0.785	HG01183	2	PUR
80930216	83592080	2142334	2.661864	0.805	HG01183	2	PUR
100304984	108428664	6376033	8.12368	0.785	HG01198	2	PUR
124155338	130500081	4925199	6.344743	0.776	HG01198	2	PUR
139074804	142633993	2966387	3.559189	0.833	HG01414	2	PUR
50108685	53737370	2546624	3.628685	0.702	HG00734	3	PUR
39964074	43298726	2508322	3.334652	0.752	HG01089	3	PUR
48724811	50852176	1290704	2.127365	0.607	HG01098	3	PUR
189143679	194554656	4311144	5.410977	0.797	HG01177	3	PUR
140883271	144880844	3105139	3.997573	0.777	HG01183	3	PUR
123147131	131372985	5899077	8.225854	0.717	HG01323	3	PUR
36810631	39630686	2167601	2.820055	0.769	HG01398	3	PUR
39640587	62110626	16476002	22.470039	0.733	HG01398	3	PUR
174997286	181473992	4943227	6.476706	0.763	HG01398	3	PUR
181516830	187995408	4723889	6.478578	0.729	HG01398	3	PUR
65571173	78840121	9511644	13.268948	0.717	HG00734	4	PUR
179880039	185892056	4781091	6.012017	0.795	HG00742	4	PUR
162241962	167644771	4154185	5.402809	0.769	HG01183	4	PUR
14962496	18699578	2949213	3.737082	0.789	HG01198	4	PUR
115311202	117979262	2155194	2.66806	0.808	HG01286	4	PUR
99990395	102897899	2277183	2.907504	0.783	HG00734	5	PUR
41288078	43920198	1902414	2.63212	0.723	HG01080	5	PUR
129217813	132116819	2085378	2.899006	0.719	HG01085	5	PUR
129528241	131724407	1532751	2.196166	0.698	HG01177	5	PUR
137988944	141153632	2203665	3.164688	0.696	HG01177	5	PUR
861118	5202753	3431038	4.341635	0.79	HG01183	5	PUR
103093030	105737105	2152022	2.644075	0.814	HG01326	5	PUR
20249725	23593218	2572870	3.343493	0.77	HG01107	6	PUR
4326001	10221650	4590987	5.895649	0.779	HG01177	6	PUR
25416376	27994914	1699121	2.578538	0.659	HG01177	6	PUR
26367218	29348297	1874153	2.981079	0.629	HG01190	6	PUR
65536715	80409477	11289707	14.872762	0.759	HG01413	6	PUR
103362747	105627977	1643812	2.26523	0.726	HG01098	7	PUR
27520373	31722232	3348700	4.201859	0.797	HG01177	7	PUR
113349046	139146626	20023244	25.79758	0.776	HG01198	7	PUR
44084950	51819901	5897678	7.734951	0.762	HG01248	7	PUR
31113912	34726191	2663439	3.612279	0.737	HG01398	7	PUR
34753348	46296931	8537062	11.543583	0.74	HG01398	7	PUR
107654416	113347203	4481641	5.692787	0.787	HG01398	7	PUR
113349532	125819539	10149638	12.470007	0.814	HG01398	7	PUR
125819917	129926397	2870215	4.10648	0.699	HG01398	7	PUR
117604752	121547803	3129414	3.943051	0.794	HG01063	8	PUR
79024227	81963577	2277260	2.93935	0.775	HG01303	8	PUR
50055057	52273615	1754058	2.218558	0.791	HG01326	8	PUR
8105346	10405434	1749801	2.300088	0.761	HG01398	8	PUR
12569241	17345795	3841104	4.776554	0.804	HG01398	8	PUR
1111685	4327442	2614707	3.215757	0.813	HG01167	9	PUR
134224066	136558345	1646188	2.334279	0.705	HG01171	9	PUR
85877592	101253104	10690721	15.375512	0.695	HG01198	9	PUR
105758129	116126826	7839880	10.368697	0.756	HG01198	9	PUR
129608360	134112977	2755885	4.504617	0.612	HG01398	9	PUR
134113122	136415900	1619357	2.302778	0.703	HG01398	9	PUR
5367195	10295251	3831350	4.928056	0.777	HG01110	10	PUR
10347268	12589150	1666152	2.241882	0.743	HG01110	10	PUR
113775409	115784376	1662742	2.008967	0.828	HG01303	10	PUR
95039397	98140048	2184434	3.100651	0.705	HG01323	10	PUR
105228106	108765735	2884376	3.537629	0.815	HG01414	10	PUR
55429547	58444561	2159095	3.015014	0.716	HG00734	11	PUR
55470586	71324347	10276038	15.853761	0.648	HG01198	11	PUR
129503073	134597652	4169615	5.094579	0.818	HG01198	11	PUR
27102367	33979193	5417563	6.876826	0.788	HG01303	11	PUR
83365841	85935556	2035444	2.569715	0.792	HG01303	11	PUR
57254351	59670536	1609994	2.416185	0.666	HG01398	11	PUR
59305508	68662611	7078061	9.357103	0.756	HG01077	12	PUR
84368903	88709906	3460121	4.341003	0.797	HG01098	12	PUR
48223168	50840824	1693588	2.617656	0.647	HG01177	12	PUR
53509693	63058183	6776970	9.54849	0.71	HG01183	12	PUR
188197	11949537	7968881	11.76134	0.678	HG01198	12	PUR
128844391	133833687	3260683	4.989296	0.654	HG01198	12	PUR
63191927	98779585	27625666	35.587658	0.776	HG01398	12	PUR
55115286	57506001	1921764	2.390715	0.804	HG00734	13	PUR
95537924	98652834	2393037	3.11491	0.768	HG01198	13	PUR
98856846	108453313	7848672	9.596467	0.818	HG01198	13	PUR
26136679	31948119	4484711	5.81144	0.772	HG01107	14	PUR
22254984	25249822	2086940	2.994838	0.697	HG01190	14	PUR
96873486	99591320	2325586	2.717834	0.856	HG01248	14	PUR
50717068	52927376	1563912	2.210308	0.708	HG01171	15	PUR
33712398	38481894	3636431	4.769496	0.762	HG01190	15	PUR
85806939	89623405	2491778	3.816466	0.653	HG01082	16	PUR
63407961	65581870	1838644	2.173909	0.846	HG01183	16	PUR
43658516	59548761	10861774	15.890245	0.684	HG01308	17	PUR
73963667	77707018	2395512	3.743351	0.64	HG01398	17	PUR
68156732	70826609	2175844	2.669877	0.815	HG01110	18	PUR
36987737	39771485	2404513	2.783748	0.864	HG01183	18	PUR
53484855	58255397	3815444	4.770542	0.8	HG01198	20	PUR
58256422	62915231	3457369	4.658809	0.742	HG01198	20	PUR
32867984	34873508	1275242	2.005524	0.636	HG01414	20	PUR
17723187	20690145	2227122	2.966958	0.751	HG01183	21	PUR
32791054	41281464	6428885	8.49041	0.757	HG01303	21	PUR
43630917	46755382	2258408	3.124465	0.723	HG01082	22	PUR
46756315	51177420	3239646	4.421105	0.733	HG01082	22	PUR
194008848	196012082	1615252	2.003234	0.806	NA18504	1	YRI
40431601	43286206	2105888	2.854605	0.738	NA18870	1	YRI
190451086	192469219	1649107	2.018133	0.817	NA18870	1	YRI
129462891	143851506	10047088	14.388615	0.698	NA18501	2	YRI
148464369	151255119	2118127	2.79075	0.759	NA18508	2	YRI
197079620	199093604	1494024	2.013984	0.742	NA18858	2	YRI
47595879	50879127	2011428	3.283248	0.613	NA18502	3	YRI
128206349	131344361	2091981	3.138012	0.667	NA18502	3	YRI
134392150	137184067	2056099	2.791917	0.736	NA18516	3	YRI
80275609	82832990	2069632	2.557381	0.809	NA18870	3	YRI
58796874	60869796	1618203	2.072922	0.781	NA18865	5	YRI
62102585	65411958	2381011	3.309373	0.719	NA18489	6	YRI
140195894	142321127	1696395	2.125233	0.798	NA18516	6	YRI
86716078	88954690	1742469	2.238612	0.778	NA18867	7	YRI
32107747	35004235	2210293	2.896488	0.763	NA18874	8	YRI
85170310	87371334	1772772	2.201024	0.805	NA18511	12	YRI
47426392	49973366	1988872	2.546974	0.781	NA18523	14	YRI
31820395	34446376	1985790	2.625981	0.756	NA18508	17	YRI
31839706	35521384	2288168	3.681678	0.622	NA18867	20	YRI
30120121	32500768	1521940	2.380647	0.639	NA18505	22	YRI
